Configuration,Fitness
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7048024095134237
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7042965328625089
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7077551020408163
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7051150231084801
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7050723546416021
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7059567083830988
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7065754444271347
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7056867632549203
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7062990081528794
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7031292517006803
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7064350625746482
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7031335791313981
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7041836734693877
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7060247355939832
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7061991310519118
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7072535528206193
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7049319727891157
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7068027210884353
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.707929497498745
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7060587491994252
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.704572969136764
xo_prob=0.35_mut_prob=0.95_xo=pmx_mut=prime_sel=tournament_selection,0.7049768049713524
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7072173754998182
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7006824358242024
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.70425602811099
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7042581918263489
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7051468729985633
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7064350625746482
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7068070485191532
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7080720430665904
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7061332675563864
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7051085319624034
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.704013605442177
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7064393900053659
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7079591836734694
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7042263419362657
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7051468729985633
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7041286285506568
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7030655519205137
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7059226947776566
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7060587491994252
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.704664191376296
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.6985120562219799
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7058886811722145
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7052467500995309
xo_prob=0.42_mut_prob=0.35_xo=pmx_mut=prime_sel=tournament_selection,0.7053828045212995
